Table 1:  Labour Force Survey Summary:  People by economic activity for those aged 16 and over and those aged from 16 to 64 (seasonally adjusted),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
Jun-Aug 2018,53141356.24110026,33819605.414945416,32427119.85331106,1392485.5616343496,19321750.826154843,63.640839841398076,61.02049730569631,4.117391508710472,36.35916015860193,41464363.079951875,32585430.38529039,31209678.309058115,1375752.0762322708,8878932.694661485,78.58659331739628,75.26867891080202,4.221985285955617,21.41340668260372
Jul-Sep 2018,53168375.52324891,33855855.915641926,32448405.812577598,1407450.1030643338,19312519.607606985,63.67667919595886,61.02952270638568,4.157183639283124,36.32332080404113,41475461.15232436,32607166.764994472,31214083.16634107,1393083.5986534064,8868294.387329888,78.61797279417858,75.25915878717548,4.272323347482479,21.382027205821416
Aug-Oct 2018,53195508.80539757,33915126.20413768,32510956.405211654,1404169.7989260282,19280382.601259887,63.75561953586658,61.11597977969312,4.140246421240555,36.244380464133414,41486633.22469685,32676000.22450702,31286017.677313857,1389982.5471931647,8810633.000189833,78.76271869912816,75.41228401896299,4.253833203706116,21.237281300871853
Sep-Nov 2018,53222514.08754623,33963380.0753255,32562339.272496566,1401040.8028289299,19259134.012220733,63.813934117164784,61.181512806656336,4.125151265043819,36.186065882835216,41497829.29706935,32699711.755075466,31312485.30445195,1387226.450623515,8798117.541993883,78.79860780425153,75.45571861192097,4.242320118947831,21.20139219574847
Oct-Dec 2018,53249680.36969487,34013174.787468396,32618379.374894254,1394795.4125741443,19236505.582226474,63.874890048778134,61.25554021814903,4.10075043358797,36.12510995122186,41509084.36944183,32726089.908664174,31348632.978599902,1377456.930064273,8782994.460777655,78.84078968688713,75.52234277101556,4.209048297271816,21.159210313112865
Nov-Jan 2019,53276917.65184354,34106639.558635734,32735930.414915513,1370709.1437202257,19170278.093207806,64.01766667793616,61.44486553978176,4.018892395903497,35.98233332206383,41520536.441814326,32818319.926341366,31467829.28526894,1350490.641072431,8702216.515472962,79.04117513590415,75.78859037471022,4.115051118105746,20.958824864095856
Dec-Feb 2019,53303815.93399219,34119499.91082526,32744128.442298282,1375371.46852698,19184316.02316693,64.00948846340854,61.42923891761591,4.031042284094584,35.99051153659145,41531411.514186814,32838894.765459176,31482696.456561286,1356198.3088978925,8692516.748727638,79.07001849489671,75.80454241437722,4.129853695089574,20.92998150510329
Jan-Mar 2019,53330477.21614085,34052121.3432055,32721046.98008286,1331074.363122637,19278355.87293535,63.85114688773004,61.3552487960479,3.9089322797454127,36.148853112269954,41542457.58655931,32773872.820678513,31459754.066999193,1314118.7536793181,8768584.765880797,78.89247465051804,75.72915974325437,4.009653545888484,21.107525349481957
Feb-Apr 2019,53357888.49828951,34109504.938697316,32771570.35470164,1337934.5839956729,19248383.559592195,63.92588968319232,61.418416802142,3.922468491994391,36.074110316807676,41553737.65893181,32810939.17791758,31489370.500492714,1321568.677424864,8742798.481014222,78.96025971773204,75.77987510763475,4.027829469490792,21.03974028226795
Mar-May 2019,53384997.780438155,34101733.45404775,32775474.269628525,1326259.1844192222,19283264.32639041,63.87887022923814,61.39454084914925,3.88912541999181,36.121129770761875,41564948.731304295,32780644.903092235,31469291.407466922,1311353.4956253092,8784303.828212058,78.86607803849826,75.71112768813808,4.0003895576246205,21.13392196150174
Apr-Jun 2019,53411914.062586814,34202592.63643439,32838889.10009433,1363703.5363400707,19209321.42615242,64.03551199523875,61.48232969448445,3.9871349837011545,35.96448800476125,41575973.80367678,32845804.41767019,31497329.164402723,1348475.2532674714,8730169.386006588,79.00188838094147,75.75848809491326,4.105471846937099,20.99811161905854
May-Jul 2019,53439072.34473547,34134673.50609164,32805829.137577116,1328844.368514524,19304398.83864383,63.87587210700225,61.38921897061892,3.8929458876393817,36.12412789299774,41587419.876049265,32829980.609665968,31513765.306996513,1316215.3026694576,8757439.266383298,78.94209524783041,75.77715905656774,4.009186963339024,21.057904752169588
Jun-Aug 2019,53459102.491246656,34068817.77045885,32719866.665046345,1348951.1054125032,19390284.72078781,63.728749984228116,61.20541711377191,3.9594890392180906,36.271250015771884,41596390.20308136,32748272.809802596,31414789.157011416,1333483.6527911841,8848117.393278766,78.7286412352596,75.5228735081062,4.071920557569162,21.271358764740405
Jul-Sep 2019,53478638.63775784,34119820.259078085,32778692.080618687,1341128.1784593952,19358818.378679752,63.8008392288959,61.293056284861656,3.9306425657461315,36.1991607711041,41604985.53011346,32815653.75739459,31491035.141339142,1324618.616055445,8789331.772718865,78.87433041802839,75.69053261308336,4.036544954576622,21.1256695819716
Aug-Oct 2019,53498216.78426902,34141464.016687036,32825161.590042867,1316302.4266441711,19356752.767581984,63.81794771657926,61.357487339082674,3.8554363866787114,36.18205228342074,41613626.85714555,32833016.128080092,31540067.00172476,1292949.1263553333,8780610.729065452,78.89967447632428,75.79264145852494,3.937954165744621,21.100325523675707
Sep-Nov 2019,53517725.93078022,34265290.056413904,32923054.718077075,1342235.338336826,19252435.874366313,64.0260576481381,61.51803752024091,3.91718656438334,35.97394235186188,41622187.18417764,32940281.74753684,31623388.511535842,1316893.236000999,8681905.436640799,79.14115998223862,75.97723870589202,3.9978201950245063,20.858840017761395
Oct-Dec 2019,53537866.07729139,34279981.882792115,32954046.06377982,1325935.819012292,19257884.194499277,64.02941393536845,61.55278213032401,3.8679595092723367,35.97058606463154,41631303.51120973,32975896.860630278,31682071.310346656,1293825.5502836187,8655406.650579453,79.209378711265,76.10155973573079,3.9235492388633384,20.790621288735004
Nov-Jan 2020,53557537.22380258,34383448.33864597,33003797.83642692,1379650.502219044,19174088.88515661,64.19908405229083,61.623068474028045,4.012542571736058,35.800915947709164,41640034.83824183,33030043.808822803,31681146.547633383,1348897.2611894156,8609991.029419024,79.32280541342945,76.08338146378712,4.083849446270203,20.677194586570533
Dec-Feb 2020,53577607.37031376,34490955.41477009,33090173.43066628,1400781.9841038072,19086651.955543675,64.37569183778223,61.761200349907476,4.061302353787362,35.624308162217766,41648922.16527391,33098409.491418287,31729859.592117757,1368549.89930053,8550512.673855627,79.4700265233157,76.18410739707814,4.134790524165114,20.52997347668431
Jan-Mar 2020,53558904.516824946,34412259.76051308,32999837.726564106,1412422.033948972,19146644.756311864,64.25123902544132,61.61410137916015,4.104415239738714,35.74876097455868,41628073.49230601,32999802.161748737,31614802.26761969,1384999.8941290448,8628271.330557268,79.272950663566,75.94586925446588,4.196994537544374,20.727049336433996
Feb-Apr 2020,53533228.66333611,34214423.263144836,32793096.818656716,1421326.4444881163,19318805.40019128,63.91249718621519,61.25746127678655,4.154173324964807,36.087502813784816,41601709.81933808,32852428.575509585,31452518.225007746,1399910.3505018384,8749281.243828498,78.96893833973743,75.6039075355201,4.261208109118075,21.031061660262562
Mar-May 2020,53529030.80984731,34131337.63223975,32690661.675259575,1440675.9569801716,19397693.177607555,63.76229331236253,61.07090149154304,4.220977133985335,36.23770668763746,41602083.14637018,32822964.66575457,31404047.25152944,1418917.4142251299,8779118.480615608,78.89740653195729,75.48671815552936,4.322941052626912,21.102593468042706
Apr-Jun 2020,53538675.95635849,34005469.957433656,32570744.582722265,1434725.3747113876,19533205.998924833,63.51570962485674,60.83591721482237,4.219101740123883,36.484290375143246,41593009.47340227,32746425.170048412,31328877.87976403,1417547.2902843799,8846584.303353857,78.73059820542431,75.32245989508908,4.328861189956522,21.269401794575685
May-Jul 2020,53601962.102869675,34071255.41955552,32557447.585428182,1513807.8341273365,19530706.683314156,63.5634482076757,60.73928324292659,4.443064440937718,36.43655179232431,41635522.800434366,32794161.300118685,31303116.131013434,1491045.1691052476,8841361.500315685,78.76486013471303,75.18367496201311,4.546678768393602,21.23513986528697
Jun-Aug 2020,53647810.150936976,34063162.13353853,32475671.19083512,1587490.942703415,19584648.017398443,63.494040181141685,60.534942804683936,4.660433275336978,36.505959818858315,41663121.78525593,32773512.40848585,31208167.456544586,1565344.9519412667,8889609.376770081,78.66312221491764,74.90597468283995,4.7762501999509865,21.336877785082358
Jul-Sep 2020,53677163.199004285,34051992.7500727,32353993.76094998,1697998.9891227186,19625170.448931582,63.438510384439184,60.27515582557863,4.986489341711414,36.561489615560816,41677927.77007751,32730859.432878368,31062438.49076762,1668420.942110746,8947068.33719914,78.53283784511318,74.52970949546288,5.097394235957049,21.46716215488681
Aug-Oct 2020,53699497.247071594,34096612.39456648,32335266.891900677,1761345.5026657959,19602884.852505118,63.49521716690909,60.21521345558598,5.165749260611233,36.50478283309091,41687357.754899085,32769820.616714142,31034836.466429234,1734984.1502849068,8917537.138184942,78.60853357361812,74.44663835232404,5.294457270846285,21.391466426381882
Sep-Nov 2020,53704665.295138896,34126154.831688054,32338613.491386343,1787541.34030171,19578510.463450845,63.5441160356268,60.21565037909935,5.23803912019375,36.45588396437321,41683187.73972066,32790881.14773519,31037460.783849813,1753420.363885378,8892306.591985464,78.66692286705359,74.46038191141908,5.347280410018759,21.3330771329464
Oct-Dec 2020,53711966.343206204,34012750.718134955,32197965.732435003,1814784.9856999547,19699215.62507125,63.324344710826395,59.94560974866931,5.335601935695091,36.6756552891736,41681332.72454223,32701553.07899639,30915699.991464045,1785853.0875323457,8979779.645545842,78.45611198449399,74.17157266965383,5.46106505467279,21.54388801550602
Nov-Jan 2021,53713672.39127351,33955150.961951144,32170466.2153244,1784684.7466267352,19758521.42932237,63.21509859651228,59.892509268368165,5.256005925659365,36.78490140348772,41674672.7093638,32655710.713146508,30901626.0678408,1754084.6453057034,9018961.996217297,78.35864948690805,74.14965507550963,5.371448383757103,21.641350513091957
Dec-Feb 2021,53734954.43934082,33976997.39253597,32218137.311327443,1758860.0812085222,19757957.046804853,63.23071778332148,59.95750372822437,5.176620114156723,36.76928221667852,41683497.694185376,32687584.381752178,30960641.39216256,1726942.9895896139,8995913.312433198,78.41852577143958,74.27553613496643,5.283177151976023,21.58147422856043
Jan-Mar 2021,53749650.487408124,33938659.84065095,32220976.956143875,1717682.884507077,19810990.64675717,63.14210331209824,59.94639344434853,5.061139398467572,36.85789668790176,41686874.67900695,32638437.79357391,30951827.93480599,1686609.8587679188,9048436.885433037,78.29427858263087,74.24837715261248,5.1675569444686795,21.705721417369123
Feb-Apr 2021,53768686.53547544,33936839.435924426,32236308.34603796,1700531.0898864623,19831847.099551015,63.116363115051385,59.95368386908453,5.01087054113335,36.88363688494861,41693855.66382853,32631473.290949155,30965276.41019991,1666196.8807492445,9062382.372879373,78.26446552233489,74.26820071491687,5.106103748038217,21.7355344776651
Mar-May 2021,53803782.58354274,33950747.79086831,32259596.50844997,1691151.282418341,19853034.79267443,63.101042641661806,59.95785976266544,4.9811900840464185,36.898957358338194,41713153.6486501,32656867.678105645,31002078.854055878,1654788.8240497652,9056285.970544457,78.28913621150404,74.32206904130622,5.06720007675199,21.710863788495963
Apr-Jun 2021,53830392.631610036,34023547.0857122,32376948.51854177,1646598.5671704356,19806845.545897834,63.2050880968924,60.146223974464434,4.8395852525967396,36.79491190310759,41725940.63347167,32732920.23923239,31120998.022686128,1611922.2165462666,8993020.394239273,78.4474112321742,74.58429348797357,4.92446810356468,21.552588767825792
May-Jul 2021,53912776.67967735,34093368.60567973,32489468.413986504,1603900.1916932245,19819408.073997624,63.23801277801996,60.263021893720314,4.70443449060069,36.76198722198004,41781602.61829324,32783588.302826717,31211552.07867761,1572036.2241491098,8998014.315466523,78.4641714257104,74.70166322680082,4.7951926727116785,21.53582857428959
Jun-Aug 2021,53970881.59691817,34136430.74933079,32577076.1821041,1559354.5672266902,19834450.847587384,63.24971862471862,60.360467011464024,4.568007061655853,36.75028137528138,41819678.10905737,32809585.975273497,31279386.085756376,1530199.8895171243,9010092.133783866,78.45489840862153,74.7958556835038,4.6638805215961545,21.545101591378454
Jul-Sep 2021,54012831.514158994,34188375.93353765,32687486.092751186,1500889.8407864617,19824455.580621343,63.296766666593776,60.51800132748539,4.3900589010258875,36.703233333406224,41845316.599821486,32803574.01241926,31335851.900746703,1467722.111672559,9041742.587402225,78.39246223449341,74.88496789358831,4.474275001610762,21.60753776550659
Aug-Oct 2021,54051641.4313998,34159614.75709725,32686196.66117037,1473418.095926884,19892026.67430255,63.198108054593085,60.47216290860361,4.313333468202407,36.801891945406915,41868566.090585604,32810742.413798768,31371374.33372318,1439368.0800755902,9057823.676786833,78.36605233341501,74.92822721907646,4.386880558576616,21.633947666584973
Sep-Nov 2021,54059479.34864062,34106077.564879626,32672655.105072513,1433422.4598071135,19953401.783760995,63.08991128997482,60.43834587151661,4.202835864312832,36.91008871002518,41867801.581349716,32785267.20282118,31382106.47466857,1403160.7281526115,9082534.37852854,78.30663651904186,74.95522881394359,4.279851432877354,21.69336348095815
Oct-Dec 2021,54069957.26588144,34110965.08885865,32686457.874989584,1424507.213869069,19958992.177022792,63.086724705778394,60.452161473438025,4.176097657038565,36.913275294221606,41869173.07211385,32798128.136072926,31402557.422870744,1395570.7132021808,9071044.936040921,78.33478841242624,75.00161841931818,4.255031590254892,21.665211587573758
Nov-Jan 2022,54083440.18312225,34056063.84477161,32656934.368439727,1399129.4763318854,20027376.33835064,62.969485168584825,60.382502033646404,4.108312348453282,37.030514831415175,41872864.56287796,32758992.65834744,31387732.804740593,1371259.8536068483,9113871.90453052,78.2344198332914,74.95960243562396,4.18590360182346,21.765580166708602
Dec-Feb 2022,54121161.100363076,34052472.3325204,32701192.84023999,1351279.492280417,20068688.76784267,62.91896116081656,60.42219378774675,3.968227267275197,37.081038839183435,41894999.05364208,32741473.57143651,31416139.51328476,1325334.0581517513,9153525.482205573,78.15126939020703,74.98780337256899,4.04787541177733,21.848730609792973
Jan-Mar 2022,54167657.01760389,34087760.10712328,32774623.6823072,1313136.4248160832,20079896.910480607,62.93009885224523,60.50589131380707,3.8522226766717904,37.06990114775476,41924161.5444062,32793821.411027223,31502924.814399622,1290896.5966276,9130340.133378977,78.22177046115021,75.14264723226874,3.936401861948069,21.778229538849793
Feb-Apr 2022,54201585.93484472,34212084.07981573,32857183.785200432,1354900.2946152904,19989501.855028983,63.12007940310418,60.62033650583174,3.9602974535382,36.879920596895815,41943637.035170324,32856754.51244714,31524787.41313946,1331967.0993076777,9086882.522723183,78.33549218656526,75.15988035731257,4.053860824273097,21.664507813434742
Mar-May 2022,54251021.852085516,34362282.944362335,33020760.136879906,1341522.8074824351,19888738.90772318,63.33942066206699,60.8666141384589,3.9040561119136377,36.660579337933,41974973.525934435,32953224.206833214,31636558.5051109,1316665.701722316,9021749.319101224,78.50683738126222,75.37004993121462,3.995559564849169,21.49316261873779
Apr-Jun 2022,54292333.769326344,34308556.55160909,32957882.609964505,1350673.9416445838,19983777.217717253,63.192267065506904,60.7044868433797,3.936842809498019,36.8077329344931,42000127.01669856,32831179.53179388,31509046.559952382,1322132.9718414987,9168947.48490468,78.16923867573244,75.02131254847134,4.027065096948888,21.830761324267563
May-Jul 2022,54390326.68656715,34202006.31353376,32920197.864500284,1281808.4490334764,20188320.37303339,62.882516794995965,60.52583220212691,3.747758062152815,37.117483205004035,42068914.50746268,32775351.79702451,31519842.83376707,1255508.9632574357,9293562.710438168,77.90871759053928,74.92430741985442,3.83064984636234,22.09128240946071
Jun-Aug 2022,54428784.343283564,34175443.32751036,32929161.680980314,1246281.6465300391,20253341.01577321,62.78928280294682,60.49953545406297,3.646716838715635,37.21071719705319,42099691.753731325,32816050.07707504,31592231.47902949,1223818.5980455487,9283641.676656287,77.94843313589472,75.04147931493928,3.729329383552153,22.051566864105297
Jul-Sep 2022,54453324.99999999,34199072.06221393,32915867.68014048,1283204.3820734492,20254252.937786065,62.80437799200311,60.44785636164638,3.7521614029149157,37.195622007996874,42119880.99999999,32834952.11292772,31577043.534912974,1257908.5780147512,9284928.887072273,77.95594700974516,74.96945096998961,3.8310047588572225,22.044052990254823
Aug-Oct 2022,54486005,34273015.732122526,32951175.218337636,1321840.5137848938,20212989.267877474,62.90242004735441,60.476401634397014,3.8567966242491853,37.097579952645596,42134311,32909804.068922345,31618916.446906768,1290887.6220155843,9224506.931077654,78.10689978749704,75.04315532039142,3.9225016937569857,21.89310021250295
Sep-Nov 2022,54517932.99999999,34383707.74793404,33076041.79373298,1307665.9542010673,20134225.25206595,63.06861954567141,60.670021722454116,3.8031557381406573,36.931380454328576,42148173,32986121.07611885,31710824.679609284,1275296.396509565,9162051.923881149,78.26227978166183,75.23653440354173,3.8661605393574106,21.73772021833817
Oct-Dec 2022,54550454,34399593.391957514,33066998.467332862,1332594.9246246517,20150860.60804249,63.060141336234366,60.61727454611626,3.873868244431654,36.93985866376564,42162378,33004610.289456442,31700243.519141745,1304366.7703146986,9157767.710543562,78.279764697941,75.18609011840306,3.95207444922138,21.72023530205901
Nov-Jan 2023,54583648,34413926.47548437,33099434.59521031,1314491.8802740667,20169721.52451563,63.04805145212056,60.639835936231876,3.8196509811528716,36.95194854787945,42177412,33026531.04340986,31735818.807814006,1290712.2355958598,9150880.956590138,78.30383486642059,75.24363706292365,3.908107193878024,21.696165133579413
Dec-Feb 2023,54615581,34521744.89960418,33175551.150607992,1346193.7489961905,20093836.100395817,63.20860140552964,60.74374847464864,3.8995530292897382,36.79139859447035,42191168,33062290.378297724,31743994.065707147,1318296.3125905797,9128877.621702272,78.36306019851767,75.23848134687134,3.98731091375302,21.63693980148232
Jan-Mar 2023,54647487,34583676.1572275,33200617.4840371,1383058.6731903972,20063810.842772502,63.28502563572137,60.754152307199604,3.999166158341896,36.71497436427864,42205070,33124542.16088897,31771429.36203426,1353112.7988547068,9080527.839111032,78.48474640816606,75.27870315588686,4.084925286763248,21.515253591833947
Feb-Apr 2023,54680397,34678720.791572586,33325667.59716491,1353053.1944076773,20001676.20842741,63.42075532401966,60.94627951798688,3.9016813870957088,36.579244675980334,42219691,33171021.693070937,31846604.29119491,1324417.4018760307,9048669.30692906,78.56765624615997,75.43069012796637,3.9926940271263547,21.432343753840026
Mar-May 2023,54712752.99999999,34705626.89886685,33310556.782075748,1395070.1167910984,20007126.101133145,63.43242662065798,60.88261868686401,4.01972314419322,36.56757337934201,42233982,33240427.018261753,31869886.49814356,1370540.5201181872,8993554.981738243,78.70540603597775,75.46029284698649,4.123113458696648,21.294593964022248
Apr-Jun 2023,54745049,34623248.69354135,33162821.434882224,1460427.2586591234,20121800.306458652,63.24452955287582,60.576841268115814,4.218053804210328,36.75547044712418,42248022,33188480.04642861,31757494.986141905,1430985.0602867105,9059541.953571388,78.55629323055317,75.16918776964731,4.311692063887385,21.443706769446834
May-Jul 2023,54777443.99999999,34578407.11143872,33082006.65421486,1496400.4572238638,20199036.88856127,63.12526577807961,60.39348359192309,4.327557519932277,36.87473422192038,42262204.99999999,33124563.47288165,31659430.48303163,1465132.989850015,9137641.527118346,78.37869196101256,74.91192303627233,4.42310127663867,21.621308038987426
Jun-Aug 2023,54810516,34480229.80074416,33027892.868683748,1452336.9320604214,20330286.19925584,62.908055455533685,60.25831405908265,4.21208599958077,37.09194454446632,42276735.00000001,33027285.77351602,31599739.10682038,1427546.6666956416,9249449.226483984,78.12165668308118,74.74498469860642,4.322325111681946,21.87834331691883
Jul-Sep 2023,54843928.00000001,34508849.87676871,33102185.803718034,1406664.0730506661,20335078.1232313,62.92191521506029,60.35706597039883,4.0762415382543065,37.07808478493973,42291354,33036751.190135084,31653585.095719118,1383166.0944159643,9254602.809864916,78.117033543393,74.84646884495379,4.1867497395718,21.882966456606983
Aug-Oct 2023,54877415,34562498.930565916,33195699.01136957,1366799.9191963444,20314916.069434084,62.98128097062501,60.49063902038675,3.9545749337805907,37.018719029374985,42306323,33100050.083996836,31756258.481681358,1343791.6023154787,9206272.916003166,78.23901425797945,75.06267675799042,4.059787217558239,21.760985742020562
Sep-Nov 2023,54910241,34491442.00128607,33136212.169415653,1355229.8318704152,20418798.99871393,62.81422440175789,60.34614229687255,3.9291770747650485,37.1857755982421,42320439,33066394.02977881,31735033.35420952,1331360.6755692922,9254044.970221192,78.13339088892441,74.98748619835801,4.026325562957667,21.8666091110756
Oct-Dec 2023,54943481,34494348.39548005,33174381.3381513,1319967.0573287522,20449132.604519945,62.781512506424654,60.3791036431625,3.826618326559586,37.21848749357534,42335014,33056852.691836815,31754886.59446575,1301966.0973710623,9278161.308163185,78.08395360832246,75.00856523743148,3.9385664131678655,21.91604639167755
Nov-Jan 2024,54977470.99999999,34479300.42620741,33106562.48480536,1372737.9414020493,20498170.573792584,62.71532647656238,60.21841653066464,3.9813393091892415,37.2846735234376,42350276,33048303.885632448,31697243.78429709,1351060.101335356,9301972.114367552,78.03562811640813,74.84542434693246,4.08813749114284,21.964371883591863
Dec-Feb 2024,55010042.00000001,34420278.34318325,32980161.130869344,1440117.2123139007,20589763.65681676,62.57089995165474,59.95298300421103,4.183920879300816,37.429100048345276,42364314,32960388.208894297,31556282.532105863,1404105.6767884367,9403925.791105704,77.80224697818616,74.48788745193859,4.259979184376055,22.197753021813842
Jan-Mar 2024,55043029,34483212.22457172,32996864.785134993,1486347.4394367253,20559816.77542828,62.64773732668621,59.94740003340839,4.310350873801711,37.35226267331378,42378708.99999999,32996108.156571202,31551506.387861677,1444601.7687095292,9382600.843428792,77.86010696213327,74.45131560723493,4.378097446688832,22.13989303786671
Feb-Apr 2024,55076812,34477466.720540866,32967067.910872966,1510398.8096679072,20599345.279459134,62.598878672463584,59.856528934305366,4.3808288523937495,37.401121327536416,42393637,32959725.44447066,31497627.84453205,1462097.5999386148,9433911.55552934,77.74686905129337,74.29800808204318,4.436012679783706,22.253130948706616
Mar-May 2024,55109942.00000001,34526695.61658932,32998858.403031953,1527837.2135573654,20583246.383410685,62.65057512960062,59.87823105136266,4.425089590164177,37.3494248703994,42408084,33024878.73011173,31535252.927221745,1489625.8028899806,9383205.269888274,77.87401743995727,74.36141875030653,4.510617026223191,22.125982560042736
Apr-Jun 2024,55143118,34528978.993964754,33093586.292802013,1435392.7011627431,20614139.006035242,62.61702320489885,60.0139917601359,4.157066739255836,37.38297679510114,42422653,33012906.353602607,31612373.390578136,1400532.9630244733,9409746.646397391,77.8190518956997,74.51767193951339,4.242380080152007,22.180948104300295
May-Jul 2024,55176481,34668625.69549298,33231819.204407793,1436806.4910851885,20507855.304507017,62.83225219725952,60.22823239562486,4.144399907008651,37.16774780274047,42437194,33139480.427324984,31737021.0562033,1402459.3711216873,9297713.572675016,78.09064950742263,74.78586132769122,4.231989617934072,21.909350492577374
Jun-Aug 2024,55207590,34758633.6487079,33372255.6979907,1386377.9507171921,20448956.351292104,62.95988223486643,60.44867326755379,3.9885858711501134,37.040117765133566,42449143,33185804.622942142,31839293.058935173,1346511.5640069637,9263338.377057858,78.17779648211541,75.00573818165228,4.0574925915042845,21.822203517884585
,,,,,,,,,,,,,,,,,,
1. Data from Jun-Aug 2011 to Jun-Aug 2022 have been modelled to make them consistent with the new populations introduced in Jul-Sep 2022,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Note: When comparing quarterly changes ONS recommends comparing with the previous non-overlapping 3-month average time period (eg, compare Apr-Jun with Jan-Mar, not with Mar-May).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
The headline employment rate is the number of people aged 16 to 64 in employment divided by the population aged 16 to 64.              ,,,,,,,,,,,,,,,,,,
The headline unemployment rate is the number of unemployed people (aged 16+) divided by the economically active population (aged 16+).,,,,,,,,,,,,,,,,,,
The economically active population is defined as those in employment plus those who are unemployed.            ,,,,,,,,,,,,,,,,,,
The headline inactivity rate is the number of economically inactive people aged 16 to 64 divided by the population aged 16 to 64.                  ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Note on headline employment, unemployment and inactivity rates",,,,,,,,,,,,,,,,,,
The headline employment and inactivity rates are based on the population aged 16 to 64 but the headline unemployment rate is based on the    ,,,,,,,,,,,,,,,,,,
economically active population aged 16 and over. The employment and inactivity rates for those aged 16 and over are affected by the inclusion of the      ,,,,,,,,,,,,,,,,,,
"retired population in the denominators and are therefore less meaningful than the rates for those aged from 16 to 64. However, for the unemployment         ",,,,,,,,,,,,,,,,,,
"rate for those aged 16 and over, no such effect occurs as the denominator for the unemployment rate is the economically active population which         ",,,,,,,,,,,,,,,,,,
only includes people in work or actively seeking and able to work.     ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Note on headline employment, unemployment and inactivity levels",,,,,,,,,,,,,,,,,,
The headline employment and unemployment levels are for those aged 16 and over; they measure all people in work or actively seeking and able to work.            ,,,,,,,,,,,,,,,,,,
"However, the headline inactivity level is for those aged 16 to 64. The inactivity level for those aged 16 and over is less meaningful as it includes elderly                      ",,,,,,,,,,,,,,,,,,
people who have retired from the labour force.      ,,,,,,,,,,,,,,,,,,
